QUERY: 	I got covid
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
14	10656	"As coronavirus cases continue to surge in Allegheny County and across the country, the Penn Hills area’s numbers remain among the highest in Pittsburgh's eastern suburbs.

https://t.co/Zc4K3aqr3p"	TribLIVE	Wed Dec 16 22:15:00 +0000 2020	https://twitter.com/twitter/statuses/1339333229736652802	0	2	[]
15	18490	"Following countries added record number of new cases of #COVID19 on Dec. 16
#USA
#Brazil
#Netherlands
#Panama
#Japan
#Denmark
#Nigeria
#Latvia
#Namibia
#Syria
#LIBERIA 

#WearAMask #KeepSafe 
https://t.co/Setnx4ayuq"	Ai2Stock	Thu Dec 17 12:55:16 +0000 2020	https://twitter.com/twitter/statuses/1339554756914794496	0	0	[{'text': 'COVID19', 'indices': [56, 64]}, {'text': 'USA', 'indices': [76, 80]}, {'text': 'Brazil', 'indices': [81, 88]}, {'text': 'Netherlands', 'indices': [89, 101]}, {'text': 'Panama', 'indices': [102, 109]}, {'text': 'Japan', 'indices': [110, 116]}, {'text': 'Denmark', 'indices': [117, 125]}, {'text': 'Nigeria', 'indices': [126, 134]}, {'text': 'Latvia', 'indices': [135, 142]}, {'text': 'Namibia', 'indices': [143, 151]}, {'text': 'Syria', 'indices': [152, 158]}, {'text': 'LIBERIA', 'indices': [159, 167]}, {'text': 'WearAMask', 'indices': [170, 180]}, {'text': 'KeepSafe', 'indices': [181, 190]}]
16	17512	"#CoronaVirusUpdates : 😷 
#California Has More New #CoronaVirus Cases Than Most Countries In The World ! CA Averages 33,000 #Covid_19 Cases A Day Over The Last Wk, The Highest Level Ever Recorded  ! #HLN , #StayHome  ! #StimulusCheck of 1,200 Not $600 ! #HazardPay 4 Everyone ! https://t.co/SRAOP7AuGK"	HollywoodBlvd1	Thu Dec 17 12:09:32 +0000 2020	https://twitter.com/twitter/statuses/1339543248063197184	0	0	[{'text': 'CoronaVirusUpdates', 'indices': [0, 19]}, {'text': 'California', 'indices': [25, 36]}, {'text': 'CoronaVirus', 'indices': [50, 62]}, {'text': 'Covid_19', 'indices': [123, 132]}, {'text': 'HLN', 'indices': [198, 202]}, {'text': 'StayHome', 'indices': [205, 214]}, {'text': 'StimulusCheck', 'indices': [218, 232]}, {'text': 'HazardPay', 'indices': [253, 263]}]
17	16116	This heatmap shows the trend of daily growth in confirmed cases for some major countries. Turkey has the highest 3-day growth rate in the group, while Mexico has the highest hit ratio #CoronaVirusUpdates #coronavirus https://t.co/ebPKd0oKHj	ExanteData	Thu Dec 17 11:02:36 +0000 2020	https://twitter.com/twitter/statuses/1339526405126762497	0	0	[{'text': 'CoronaVirusUpdates', 'indices': [184, 203]}, {'text': 'coronavirus', 'indices': [204, 216]}]
18	6674	"South Korean President Moon Jae-in orders testing for the new #coronavirus to be expanded by mobilizing the military and more people from the public service, as the country continued to report triple-digit daily new cases.

#SouthKorea

https://t.co/JPLZm9BaSG https://t.co/h7e0ewyijE"	AlArabiya_Eng	Mon Dec 07 16:13:45 +0000 2020	https://twitter.com/twitter/statuses/1335980830083190790	3	8	[{'text': 'coronavirus', 'indices': [62, 74]}, {'text': 'SouthKorea', 'indices': [224, 235]}]
19	16294	"#California, the latest epicenter, is reporting more #coronavirus cases than most countries in the world 😢

https://t.co/5e3rcnG2W1"	FrankieFante66	Thu Dec 17 11:11:39 +0000 2020	https://twitter.com/twitter/statuses/1339528679521599493	0	0	[{'text': 'California', 'indices': [0, 11]}, {'text': 'coronavirus', 'indices': [53, 65]}]
20	5987	"Europe’s #coronavirus surge is shrinking while cases in the US are spiking

Europe appears to be rounding the corner. The 7-day average of newly confirmed cases is trending downward after countries imposed lockdowns or other social-distancing mandates.

https://t.co/nLf82xQaJs https://t.co/5msm3hCdSu"	MicrobesInfect	Mon Dec 07 15:50:58 +0000 2020	https://twitter.com/twitter/statuses/1335975096402333698	3	4	[{'text': 'coronavirus', 'indices': [9, 21]}]
QUERY: 	hospital workers
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	17923	#CORONAVIRUS: Newman Regional Health, Greenwood County Hospital get vaccines for frontline healthcare workers https://t.co/spKDuXIp6f #KVOENews	KVOEAM1400	Thu Dec 17 12:30:00 +0000 2020	https://twitter.com/twitter/statuses/1339548397758517248	1	2	[{'text': 'CORONAVIRUS', 'indices': [0, 12]}, {'text': 'KVOENews', 'indices': [134, 143]}]
2	9067	@GovSisolak @pfizer Ask the healthcare worker that is now in the hospital with serious reactions to the vaccine in Alaska	Repoman2018	Wed Dec 16 22:13:21 +0000 2020	https://twitter.com/twitter/statuses/1339332815410741248	1	10	[]
3	6509	@DonaldJTrumpJr HOSPITALS ARE FULL, HEALTH CARE WORKERS ARE AT. WITS END. AMERICANS ARE DYING AND YOU SPEW THIS CRAP. #COVIDIOTS #COVID19 #coronavirus #Covid_19	BillTruther	Mon Dec 07 16:07:18 +0000 2020	https://twitter.com/twitter/statuses/1335979205939650562	0	0	[{'text': 'COVIDIOTS', 'indices': [118, 128]}, {'text': 'COVID19', 'indices': [129, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'Covid_19', 'indices': [151, 160]}]
4	1781	No holding back! The first doses of #coronavirus #vaccine arrives at #UK 🇬🇧 #hospital. What does this mean? The doses will be administered to people aged 80 &amp; over, care home workers and NHS workers who are at higher risk the first to receive the jab. A good start to the pandemic https://t.co/w1FWxvL6hi	boxacise4Health	Mon Dec 07 13:14:33 +0000 2020	https://twitter.com/twitter/statuses/1335935729428525058	0	0	[{'text': 'coronavirus', 'indices': [36, 48]}, {'text': 'vaccine', 'indices': [49, 57]}, {'text': 'UK', 'indices': [69, 72]}, {'text': 'hospital', 'indices': [76, 85]}]
5	12095	"https://t.co/U3e49D12gX
""A hospital worker with no history of allergies was admitted to intensive care over a severe reaction she suffered 10 minutes after having Pfizer’s coronavirus vaccine""."	Maven1967	Wed Dec 16 22:16:26 +0000 2020	https://twitter.com/twitter/statuses/1339333590258225152	6	7	[]
6	12624	Healthcare workers are vaccinated with the Pfizer-BioNTech Covid-19 vaccine at Whittier Hospital Medical Center. @Coronavirus #COVID19 #pandemic #whittier #healthcareworkers #doctors #nurses @NikonUSA #nikon #photography #PfizerCOVIDvaccine @pfizer https://t.co/u9tFFtlS23	photowkb	Wed Dec 16 22:16:59 +0000 2020	https://twitter.com/twitter/statuses/1339333729131511808	7	24	[{'text': 'COVID19', 'indices': [126, 134]}, {'text': 'pandemic', 'indices': [135, 144]}, {'text': 'whittier', 'indices': [145, 154]}, {'text': 'healthcareworkers', 'indices': [155, 173]}, {'text': 'doctors', 'indices': [174, 182]}, {'text': 'nurses', 'indices': [183, 190]}, {'text': 'nikon', 'indices': [201, 207]}, {'text': 'photography', 'indices': [208, 220]}, {'text': 'PfizerCOVIDvaccine', 'indices': [221, 240]}]
7	5712	Healthcare workers laid off... but, what about this #plandemic ?  Isn’t the world in #lockdown to help the hospitals not be overwhelmed??? https://t.co/1ibkuCuWCm	LightAscent	Mon Dec 07 15:41:31 +0000 2020	https://twitter.com/twitter/statuses/1335972716118208512	0	0	[{'text': 'plandemic', 'indices': [52, 62]}, {'text': 'lockdown', 'indices': [85, 94]}]
8	10892	Check out scenes as East Alabama Medical Center frontline workers received the Pfizer COVID-19 vaccine on Wednesday. The hospital received its shipment of the vaccine on Tuesday morning and began distributing the vaccine later that day. https://t.co/q3FYWQoDvO	oanow	Wed Dec 16 22:15:11 +0000 2020	https://twitter.com/twitter/statuses/1339333276683661312	0	3	[]
9	758	"As hospitals start to max out, medical workers beg officials for new Covid-19 mandates
https://t.co/xJByjpxBdV. 
I commend our hospital workers, but if they really want change, they just have to threaten to walk off the job.  Should have happened long ago. #WearAMask  #Hospitals"	WallHillStudios	Sat Dec 05 17:01:46 +0000 2020	https://twitter.com/twitter/statuses/1335268136833183746	0	0	[{'text': 'WearAMask', 'indices': [257, 267]}, {'text': 'Hospitals', 'indices': [269, 279]}]
10	7607	"FFS people, don't be dicks- #stayhome or #WearAMask #Ignorance and #Selfishness is needlessly killing 1000s more just as vaccines begin rolling out.
WTF

As hospitals start to max out, medical workers beg officials for new Covid-19 mandates

https://t.co/6rvs4BeyuF"	MikeForPres2024	Sat Dec 05 17:50:53 +0000 2020	https://twitter.com/twitter/statuses/1335280497195438081	0	0	[{'text': 'stayhome', 'indices': [28, 37]}, {'text': 'WearAMask', 'indices': [41, 51]}, {'text': 'Ignorance', 'indices': [52, 62]}, {'text': 'Selfishness', 'indices': [67, 79]}]
11	7379	"I live here in Port Charlotte, Fl. We are terrified to be out of the house. As usual, The State Government fucks it all up. #DeathSantis 
#WearAMaskSaveALife
#WearAMask
As hospitals start to max out, medical workers beg officials for new Covid-19 mandates

https://t.co/lik00SSIri"	Theresa34120053	Sat Dec 05 17:41:52 +0000 2020	https://twitter.com/twitter/statuses/1335278226130808833	0	0	[{'text': 'DeathSantis', 'indices': [124, 136]}, {'text': 'WearAMaskSaveALife', 'indices': [138, 157]}, {'text': 'WearAMask', 'indices': [158, 168]}]
12	15472	"2 #HealthCare workers at #BartlettRegional #Hospital in #Juneau, #Alaska, had #allergic #reactions to @Pfizer's #coronavirus #vaccine. 
Both treated w/epinephrine &amp; Benedryl.
1 stayed o/n.
Both still grateful they got the vaccine &amp; want others to get it.
https://t.co/62GjeYoIK8"	newstruthliz	Thu Dec 17 10:33:10 +0000 2020	https://twitter.com/twitter/statuses/1339518995557474306	0	0	[{'text': 'HealthCare', 'indices': [2, 13]}, {'text': 'BartlettRegional', 'indices': [25, 42]}, {'text': 'Hospital', 'indices': [43, 52]}, {'text': 'Juneau', 'indices': [56, 63]}, {'text': 'Alaska', 'indices': [65, 72]}, {'text': 'allergic', 'indices': [78, 87]}, {'text': 'reactions', 'indices': [88, 98]}, {'text': 'coronavirus', 'indices': [112, 124]}, {'text': 'vaccine', 'indices': [125, 133]}]
13	10617	@dawgfan487 @WPTV My husband got covid IN hospital ppe because he works in direct care. He is getting the vaccine as soon as it is offered. Healthcare workers have a responsibility to do the most to protect the people they care for. They cannot spread misinformation	greenchristyeye	Wed Dec 16 22:14:58 +0000 2020	https://twitter.com/twitter/statuses/1339333222774272003	0	0	[]
14	6915	"Please, everyone #WearAMask !! 

If not for anyone other than our hospital workers who are already stretched so far. https://t.co/IJLzBZs3BW"	HeroHeart2020	Mon Dec 07 16:21:49 +0000 2020	https://twitter.com/twitter/statuses/1335982856871452675	1	1	[{'text': 'WearAMask', 'indices': [17, 27]}]
15	5252	"I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they endure every shift to keep us alive. 

What seven ICU nurses want Americans to know about COVID 
#demVoice1
#WearAMask  https://t.co/fOIVaKaIsj"	kellyG124	Mon Dec 07 15:25:24 +0000 2020	https://twitter.com/twitter/statuses/1335968662608605186	49	76	[{'text': 'demVoice1', 'indices': [222, 232]}, {'text': 'WearAMask', 'indices': [233, 243]}]
16	8121	@GavinNewsom When will primary care workers get the vaccine? We see dozens of covid patients every day. Just because they aren’t extremely ill like they are in the hospitals doesn’t mean they aren’t contagious. Yet, people fail to consider us frontline.	erin_nolte	Wed Dec 16 22:12:21 +0000 2020	https://twitter.com/twitter/statuses/1339332566046789633	0	0	[]
17	4297	While trying to keep in the holiday spirit, my heart is with our hospital and front line workers who are tirelessly working to keep our communities safe and healthy.  Please be a patriot, and wear a mask.  #wearamask #thankyoufrontlineworkers #patriotic https://t.co/LWkwr9uh8f	VotePadmaKuppa	Mon Dec 07 14:53:08 +0000 2020	https://twitter.com/twitter/statuses/1335960542553501699	0	4	[{'text': 'wearamask', 'indices': [206, 216]}, {'text': 'thankyoufrontlineworkers', 'indices': [217, 242]}, {'text': 'patriotic', 'indices': [243, 253]}]
18	5436	"Wear the damn mask! If these hospitals and their workers fall then we go down too. They are exhausted, sad, angry, and working in crisis environments. Respect them! And speak out to those you see who act like covidiots.
#MaskUp 
#WearAMask 
#MAGA https://t.co/sJCiBlPq93"	fg_shep	Mon Dec 07 15:31:32 +0000 2020	https://twitter.com/twitter/statuses/1335970204300550146	0	0	[{'text': 'MaskUp', 'indices': [220, 227]}, {'text': 'WearAMask', 'indices': [229, 239]}, {'text': 'MAGA', 'indices': [241, 246]}]
QUERY: 	global pandemic
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	8059	"ALERT: COVID-19 pandemic ravaging crucial public transit
systems - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/9l1STqwP5M https://t.co/018PNX2wK3"	GlobalPandemics	Wed Dec 16 22:12:17 +0000 2020	https://twitter.com/twitter/statuses/1339332548942585861	1	0	[{'text': 'Coronavirus', 'indices': [90, 102]}, {'text': 'COVID19', 'indices': [103, 111]}, {'text': 'Protests', 'indices': [112, 121]}]
2	16969	"ALERT: Internet freaked out by this 'creepy' lifelike face
mask - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/Wlt8EfWxHv https://t.co/j8F1C3EdGx"	GlobalPandemics	Thu Dec 17 11:45:17 +0000 2020	https://twitter.com/twitter/statuses/1339537145648852992	0	0	[{'text': 'Coronavirus', 'indices': [89, 101]}, {'text': 'COVID19', 'indices': [102, 110]}, {'text': 'Protests', 'indices': [111, 120]}]
3	4426	"ALERT: Joe Biden unveils health team that will lead coronavirus
pandemic response - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/GhL0TWzVB4 https://t.co/J8U7wLGXb1"	GlobalPandemics	Mon Dec 07 14:57:59 +0000 2020	https://twitter.com/twitter/statuses/1335961762915627009	0	0	[{'text': 'Coronavirus', 'indices': [107, 119]}, {'text': 'COVID19', 'indices': [120, 128]}, {'text': 'Protests', 'indices': [129, 138]}]
4	6262	"ALERT: ""Stop the steal"" protesters threaten Michigan official at
home - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/UECfoph0ay https://t.co/WgWEc8pc35"	GlobalPandemics	Mon Dec 07 16:00:34 +0000 2020	https://twitter.com/twitter/statuses/1335977511218458625	0	0	[{'text': 'Coronavirus', 'indices': [95, 107]}, {'text': 'COVID19', 'indices': [108, 116]}, {'text': 'Protests', 'indices': [117, 126]}]
5	14588	ALERT: Will children be able to get COVID-19 vaccines? - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/KjcJgXIbyi https://t.co/YRr4Qn9M1p	GlobalPandemics	Thu Dec 17 09:29:40 +0000 2020	https://twitter.com/twitter/statuses/1339503015049523201	0	0	[{'text': 'Coronavirus', 'indices': [80, 92]}, {'text': 'COVID19', 'indices': [93, 101]}, {'text': 'Protests', 'indices': [102, 111]}]
6	17009	"ALERT: What we know about Moderna's coronavirus vaccine and how it
differs from Pfizer's - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/hP4Feotb6g https://t.co/4RGrnz3cqi"	GlobalPandemics	Thu Dec 17 11:47:27 +0000 2020	https://twitter.com/twitter/statuses/1339537690040123392	0	0	[{'text': 'Coronavirus', 'indices': [114, 126]}, {'text': 'COVID19', 'indices': [127, 135]}, {'text': 'Protests', 'indices': [136, 145]}]
7	19024	"ALERT: What we know about Moderna’s coronavirus vaccine and how it
differs from Pfizer’s - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/no2J61KDwb https://t.co/5aJJac5g5E"	GlobalPandemics	Thu Dec 17 13:18:17 +0000 2020	https://twitter.com/twitter/statuses/1339560551035318272	0	1	[{'text': 'Coronavirus', 'indices': [114, 126]}, {'text': 'COVID19', 'indices': [127, 135]}, {'text': 'Protests', 'indices': [136, 145]}]
8	5678	"ALERT: Predictive programming: 2019 Project Runway contestant named
Kovid, with mask - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/juOePiOrcN https://t.co/dTFmZUavGs"	GlobalPandemics	Mon Dec 07 15:40:21 +0000 2020	https://twitter.com/twitter/statuses/1335972422441455616	0	0	[{'text': 'Coronavirus', 'indices': [110, 122]}, {'text': 'COVID19', 'indices': [123, 131]}, {'text': 'Protests', 'indices': [132, 141]}]
9	17501	"ALERT: The Covid-19 Vaccine Doesn't Mean Big Pharma Is Your
Savior - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/b6UsZZXJZu https://t.co/Fab9HZzrxP"	GlobalPandemics	Thu Dec 17 12:08:54 +0000 2020	https://twitter.com/twitter/statuses/1339543087853539329	0	0	[{'text': 'Coronavirus', 'indices': [92, 104]}, {'text': 'COVID19', 'indices': [105, 113]}, {'text': 'Protests', 'indices': [114, 123]}]
10	6307	"ALERT: Christmas festivities are limited in Bethlehem, birthplace
of Jesus, with COVID-19 restrictions - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/eZBsl0wY78 https://t.co/JLlNV31zCP"	GlobalPandemics	Mon Dec 07 16:01:29 +0000 2020	https://twitter.com/twitter/statuses/1335977742429511680	0	0	[{'text': 'Coronavirus', 'indices': [128, 140]}, {'text': 'COVID19', 'indices': [141, 149]}, {'text': 'Protests', 'indices': [150, 159]}]
11	19221	"ALERT: Maskless carolers at actor Kirk Cameron event spark
backlash - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/btrhzc2IXE https://t.co/BFWCTi9Asz"	GlobalPandemics	Thu Dec 17 13:25:34 +0000 2020	https://twitter.com/twitter/statuses/1339562382864084994	0	0	[{'text': 'Coronavirus', 'indices': [93, 105]}, {'text': 'COVID19', 'indices': [106, 114]}, {'text': 'Protests', 'indices': [115, 124]}]
12	16910	"ALERT: WHO says China welcomes Covid-19 investigators, but unclear
if they will go to Wuhan - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/A91E4iySd7 https://t.co/gUYAMpFX4x"	GlobalPandemics	Thu Dec 17 11:42:09 +0000 2020	https://twitter.com/twitter/statuses/1339536356733804544	0	0	[{'text': 'Coronavirus', 'indices': [117, 129]}, {'text': 'COVID19', 'indices': [130, 138]}, {'text': 'Protests', 'indices': [139, 148]}]
13	6140	"ALERT: Mass-vaccination program against COVID-19 launched in
Moscow - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/zrqU0qif0m https://t.co/jjAlUT4ETy"	GlobalPandemics	Mon Dec 07 15:57:00 +0000 2020	https://twitter.com/twitter/statuses/1335976612920233989	0	0	[{'text': 'Coronavirus', 'indices': [93, 105]}, {'text': 'COVID19', 'indices': [106, 114]}, {'text': 'Protests', 'indices': [115, 124]}]
14	4261	"ALERT: CIA officer suffered crippling symptoms in Moscow. Was it
'Havana Syndrome?' - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/VOsrBE85Zn https://t.co/zJ1eh3gCxA"	GlobalPandemics	Mon Dec 07 14:52:01 +0000 2020	https://twitter.com/twitter/statuses/1335960259542872064	0	0	[{'text': 'Coronavirus', 'indices': [109, 121]}, {'text': 'COVID19', 'indices': [122, 130]}, {'text': 'Protests', 'indices': [131, 140]}]
15	3926	"ALERT: Mass-vaccination program against COVID-19 launched in
Moscow - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/PYHvPK1wLU https://t.co/bjP9be42bD"	GlobalPandemics	Mon Dec 07 14:39:41 +0000 2020	https://twitter.com/twitter/statuses/1335957155615215619	0	0	[{'text': 'Coronavirus', 'indices': [93, 105]}, {'text': 'COVID19', 'indices': [106, 114]}, {'text': 'Protests', 'indices': [115, 124]}]
16	18438	"ALERT: Workers At These Companies Say They’re Still Not Safe From
COVID-19 - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/1ZaPX5qX6O https://t.co/ZOcBPQjqje"	GlobalPandemics	Thu Dec 17 12:52:37 +0000 2020	https://twitter.com/twitter/statuses/1339554088732807169	0	0	[{'text': 'Coronavirus', 'indices': [100, 112]}, {'text': 'COVID19', 'indices': [113, 121]}, {'text': 'Protests', 'indices': [122, 131]}]
17	7027	"ALERT: Johns Hopkins doctor blasts FDA over slow COVID-19 vaccine
review - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/oFxe7unyKi https://t.co/HG4kWSGhWT"	GlobalPandemics	Sat Dec 05 17:16:38 +0000 2020	https://twitter.com/twitter/statuses/1335271878659813377	0	0	[{'text': 'Coronavirus', 'indices': [98, 110]}, {'text': 'COVID19', 'indices': [111, 119]}, {'text': 'Protests', 'indices': [120, 129]}]
18	18297	"ALERT: Ellen DeGeneres Reveals ‘Excruciating’ COVID-19 Symptom That
Surprised Her - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/PfQOPGtxhA https://t.co/IWOYgGQl6D"	GlobalPandemics	Thu Dec 17 12:46:33 +0000 2020	https://twitter.com/twitter/statuses/1339552562345881603	2	1	[{'text': 'Coronavirus', 'indices': [107, 119]}, {'text': 'COVID19', 'indices': [120, 128]}, {'text': 'Protests', 'indices': [129, 138]}]
19	5289	"ALERT: Michigan secretary of state says armed protesters gathered
outside her home - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/HtRBl3ttdD https://t.co/LbqmDDCumR"	GlobalPandemics	Mon Dec 07 15:26:51 +0000 2020	https://twitter.com/twitter/statuses/1335969023738195973	0	0	[{'text': 'Coronavirus', 'indices': [108, 120]}, {'text': 'COVID19', 'indices': [121, 129]}, {'text': 'Protests', 'indices': [130, 139]}]
20	3809	"ALERT: Coronavirus in California: Stay-at-Home Orders Go Into
Effect - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/NmYG1BC5aq https://t.co/JCZxSJgxLK"	GlobalPandemics	Mon Dec 07 14:34:22 +0000 2020	https://twitter.com/twitter/statuses/1335955819586838528	0	0	[{'text': 'Coronavirus', 'indices': [94, 106]}, {'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Protests', 'indices': [116, 125]}]
QUERY: 	covid deaths
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	18031	"With 3,600 Deaths, U.S. Reaches A New Daily Record For COVID Deaths : #Coronavirus Updates #trumpLegacy #TrumpHasNoPlan #WearAMaskSaveALife

https://t.co/JY7Hb7CQkZ"	YesWeCan06824	Thu Dec 17 12:35:46 +0000 2020	https://twitter.com/twitter/statuses/1339549850833203202	0	0	[{'text': 'Coronavirus', 'indices': [70, 82]}, {'text': 'trumpLegacy', 'indices': [91, 103]}, {'text': 'TrumpHasNoPlan', 'indices': [104, 119]}, {'text': 'WearAMaskSaveALife', 'indices': [120, 139]}]
2	8977	@SteveStuWill COVID deaths instantly up 7 billion!	AJ_Kaz_K	Wed Dec 16 22:13:14 +0000 2020	https://twitter.com/twitter/statuses/1339332787451666439	0	0	[]
3	9227	COVID deaths instantly up 7 billion! https://t.co/1hntCyoSd7	AJ_Kaz_K	Wed Dec 16 22:13:32 +0000 2020	https://twitter.com/twitter/statuses/1339332860356997120	0	1	[]
4	10554	Covid update for Wednesday, 12/16/2020. New cases today is 36. Two-week daily new case average is 50.6. One week daily new case average is 50.3. Positivity rate is 5.36%. Active is 1190. Total is 3565. Recovered is 2156. Deaths are at 138. Status is red. https://t.co/HmEOwG8NBb	CityofQuincy	Wed Dec 16 22:14:54 +0000 2020	https://twitter.com/twitter/statuses/1339333205699256324	0	2	[]
5	13162	U.S. Averaged 125 COVID Deaths Per Hour Tuesday, as Weekly Fatalities Reach New High https://t.co/6k0hD2FSxD https://t.co/qRrcKlrflp	SocialPowerOne1	Wed Dec 16 22:17:33 +0000 2020	https://twitter.com/twitter/statuses/1339333870651502592	5	4	[]
6	10121	I bet she had a mail in death certificate.  I wonder if official cause of death was covid? https://t.co/2QeHNBFD21	tomofsnj	Wed Dec 16 22:14:27 +0000 2020	https://twitter.com/twitter/statuses/1339333093308690439	1	0	[]
7	798	"Saturday, December 5, 2020, 12:00 PM EST
Total confirmed: USA Total
Daily increase: 4,809,927
Total deaths: +37,392
Daily deaths: 86,024

Updates every 3 hours
#COVID #COVID19 #Coronavirus #NCOV #SARSCoV2 #flattenthecurve
Source: https://t.co/hH0VadoSNf"	USCOVIDTracking	Sat Dec 05 17:03:22 +0000 2020	https://twitter.com/twitter/statuses/1335268541164097540	0	0	[{'text': 'COVID', 'indices': [160, 166]}, {'text': 'COVID19', 'indices': [167, 175]}, {'text': 'Coronavirus', 'indices': [176, 188]}, {'text': 'NCOV', 'indices': [189, 194]}, {'text': 'SARSCoV2', 'indices': [195, 204]}, {'text': 'flattenthecurve', 'indices': [205, 221]}]
8	12895	Wow... surrounded by death of covid patients all day. https://t.co/A0kulg0C25	LewisBo68063286	Wed Dec 16 22:17:16 +0000 2020	https://twitter.com/twitter/statuses/1339333800954773506	0	0	[]
9	8400	@minnigopher Well, by my calculations, 68468.8% of population has had covid, with a .0000000007467a% death rate. With -7467 more cases, herd immunity! #MakingUpScienceAndNumbersForFun	pizzapiesiren	Wed Dec 16 22:12:39 +0000 2020	https://twitter.com/twitter/statuses/1339332640739110915	0	0	[{'text': 'MakingUpScienceAndNumbersForFun', 'indices': [151, 183]}]
10	805	"#COVID19 Update in Sri Lanka🇱🇰

7 Covid related deaths reported #today.

#Confirmed #cases: 27,228
#New cases today: 669
#Active cases: 7,008
#Suspected cases: 475
#Recoveries: 20,090
#Deaths: 137

#srilanka #lanka #lka #corona #coronavirus #covid19sl #c19"	Naveeth14	Sat Dec 05 17:03:38 +0000 2020	https://twitter.com/twitter/statuses/1335268605504712710	2	7	[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'today', 'indices': [64, 70]}, {'text': 'Confirmed', 'indices': [73, 83]}, {'text': 'cases', 'indices': [84, 90]}, {'text': 'New', 'indices': [99, 103]}, {'text': 'Active', 'indices': [121, 128]}, {'text': 'Suspected', 'indices': [142, 152]}, {'text': 'Recoveries', 'indices': [164, 175]}, {'text': 'Deaths', 'indices': [184, 191]}, {'text': 'srilanka', 'indices': [198, 207]}, {'text': 'lanka', 'indices': [208, 214]}, {'text': 'lka', 'indices': [215, 219]}, {'text': 'corona', 'indices': [220, 227]}, {'text': 'coronavirus', 'indices': [228, 240]}, {'text': 'covid19sl', 'indices': [241, 251]}, {'text': 'c19', 'indices': [252, 256]}]
11	18293	"✳️ #Goa #COVID19 Health Bulletin | 17 DECEMBER 2020

➡Goa reports 88 positive cases, 89 recovered, 52 new under home isolation, 975 active cases, 03 covid deaths today, total deaths till date 716.

JOIN➡https://t.co/vUGjjkp3rd
#Coronavirus #CoronaUpdatesInIndia https://t.co/Ax7eMPoHtT"	Theupdater_	Thu Dec 17 12:46:24 +0000 2020	https://twitter.com/twitter/statuses/1339552526794850304	0	7	[{'text': 'Goa', 'indices': [3, 7]}, {'text': 'COVID19', 'indices': [8, 16]}, {'text': 'Coronavirus', 'indices': [227, 239]}, {'text': 'CoronaUpdatesInIndia', 'indices': [240, 261]}]
12	695	"COVID 19 cases in India until : 05/12/2020 22:30

Total Cases: 9630893 [+22374]😅
Active: 403017🖖🏽
Recovered: 9085514 [+27453]❤
Deaths :140040 [+303]🙏🏼
Total Tests: 145.89M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Sat Dec 05 17:00:01 +0000 2020	https://twitter.com/twitter/statuses/1335267694342443010	0	0	[{'text': 'CoronaVirus', 'indices': [197, 209]}, {'text': 'COVID19inIndia', 'indices': [210, 225]}, {'text': 'India', 'indices': [226, 232]}, {'text': 'Bot', 'indices': [233, 237]}]
13	13844	Gunshot Wound Victims Included In Colorado.   The Covid scam Related Death Totals, Report https://t.co/QBPamALl8j	ArnoldStevensen	Wed Dec 16 22:18:16 +0000 2020	https://twitter.com/twitter/statuses/1339334050973147137	0	0	[]
