QUERY: 	I got covid
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
14	6211	"COVID 19 cases in India until : 07/12/2020 21:30

Total Cases: 9692114 [+14407]😅
Active: 389185🖖🏽
Recovered: 9159681 [+20657]❤
Deaths :140834 [+224]🙏🏼
Total Tests: 147.79M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Mon Dec 07 16:00:00 +0000 2020	https://twitter.com/twitter/statuses/1335977369635594243	0	0	[{'text': 'CoronaVirus', 'indices': [197, 209]}, {'text': 'COVID19inIndia', 'indices': [210, 225]}, {'text': 'India', 'indices': [226, 232]}, {'text': 'Bot', 'indices': [233, 237]}]
15	10728	"@CMOH_Alberta Q1, 2020 142 Opiod deaths
Q2, 2020 301 Opiod deaths. Will it double again in Q3,Q4?
Currently on track for 900 Opiod deaths.
Suicides at 490 YTD. 
These are preventable.
Covid 19 at 744 deaths.
Wait until all the deaths from missed surgeries etc happen.

https://t.co/I6sHJYjQE7 https://t.co/209fUrdeSo"	WolfSteppan	Wed Dec 16 22:15:03 +0000 2020	https://twitter.com/twitter/statuses/1339333244173479937	0	3	[]
16	4506	"COVID 19 cases in India until : 07/12/2020 20:30

Total Cases: 9690798 [+13091]😅
Active: 388549🖖🏽
Recovered: 9159056 [+20032]❤
Deaths :140800 [+190]🙏🏼
Total Tests: 147.79M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Mon Dec 07 15:00:00 +0000 2020	https://twitter.com/twitter/statuses/1335962270678065154	0	0	[{'text': 'CoronaVirus', 'indices': [197, 209]}, {'text': 'COVID19inIndia', 'indices': [210, 225]}, {'text': 'India', 'indices': [226, 232]}, {'text': 'Bot', 'indices': [233, 237]}]
17	16033	"COVID 19 cases in India until : 17/12/2020 16:30

Total Cases: 9951963 [+883]😅
Active: 315154🖖🏽
Recovered: 9489703 [+550]❤
Deaths :144495 [+8]🙏🏼
Total Tests: 157.81M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Thu Dec 17 11:00:01 +0000 2020	https://twitter.com/twitter/statuses/1339525753004765185	0	0	[{'text': 'CoronaVirus', 'indices': [191, 203]}, {'text': 'COVID19inIndia', 'indices': [204, 219]}, {'text': 'India', 'indices': [220, 226]}, {'text': 'Bot', 'indices': [227, 231]}]
18	18589	"COVID 19 cases in India until : 17/12/2020 18:30

Total Cases: 9953085 [+883]😅
Active: 315261🖖🏽
Recovered: 9490711 [+550]❤
Deaths :144502 [+8]🙏🏼
Total Tests: 157.81M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Thu Dec 17 13:00:00 +0000 2020	https://twitter.com/twitter/statuses/1339555950286561281	0	0	[{'text': 'CoronaVirus', 'indices': [191, 203]}, {'text': 'COVID19inIndia', 'indices': [204, 219]}, {'text': 'India', 'indices': [220, 226]}, {'text': 'Bot', 'indices': [227, 231]}]
19	17267	"COVID 19 cases in India until : 17/12/2020 17:30

Total Cases: 9951963 [+883]😅
Active: 315154🖖🏽
Recovered: 9489703 [+550]❤
Deaths :144495 [+8]🙏🏼
Total Tests: 157.81M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Thu Dec 17 12:00:00 +0000 2020	https://twitter.com/twitter/statuses/1339540850234302464	0	0	[{'text': 'CoronaVirus', 'indices': [191, 203]}, {'text': 'COVID19inIndia', 'indices': [204, 219]}, {'text': 'India', 'indices': [220, 226]}, {'text': 'Bot', 'indices': [227, 231]}]
20	1404	"COVID 19 cases in India until : 07/12/2020 18:30

Total Cases: 9680594 [+2887]😅
Active: 393138🖖🏽
Recovered: 9144375 [+5351]❤
Deaths :140688 [+78]🙏🏼
Total Tests: 147.79M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot"	IndiaCovid19Bot	Mon Dec 07 13:00:01 +0000 2020	https://twitter.com/twitter/statuses/1335932071978610689	0	0	[{'text': 'CoronaVirus', 'indices': [194, 206]}, {'text': 'COVID19inIndia', 'indices': [207, 222]}, {'text': 'India', 'indices': [223, 229]}, {'text': 'Bot', 'indices': [230, 234]}]
QUERY: 	stayhome in christmas
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	16097	@ITVCharlieP @HowardGriffiths @Ruth_ITV ⚗️ 🍽️🍹 #Christmas in the garden 😂 #StayHome #StaySafe	AndrewBrazier1	Thu Dec 17 11:01:59 +0000 2020	https://twitter.com/twitter/statuses/1339526247823650816	0	1	[{'text': 'Christmas', 'indices': [47, 57]}, {'text': 'StayHome', 'indices': [74, 83]}, {'text': 'StaySafe', 'indices': [84, 93]}]
2	15184	This is how it spreads.  #StaySafe at #Christmas  #StayHome at #Christmas2020 https://t.co/Rdoio6INhj	SquareSunWeb	Thu Dec 17 10:17:14 +0000 2020	https://twitter.com/twitter/statuses/1339514988629798912	0	0	[{'text': 'StaySafe', 'indices': [25, 34]}, {'text': 'Christmas', 'indices': [38, 48]}, {'text': 'StayHome', 'indices': [50, 59]}, {'text': 'Christmas2020', 'indices': [63, 77]}]
3	3523	A teddy worthy of the spotlight! https://t.co/sln1TSEyQt #NaughtyandNiceLingerie #FreeShipping #LocalPickup #ShopSmall #ShopFromHome #StayHome #StaySafe #Christmas	naughtyandnice	Mon Dec 07 14:25:06 +0000 2020	https://twitter.com/twitter/statuses/1335953484395458560	0	0	[{'text': 'NaughtyandNiceLingerie', 'indices': [57, 80]}, {'text': 'FreeShipping', 'indices': [81, 94]}, {'text': 'LocalPickup', 'indices': [95, 107]}, {'text': 'ShopSmall', 'indices': [108, 118]}, {'text': 'ShopFromHome', 'indices': [119, 132]}, {'text': 'StayHome', 'indices': [133, 142]}, {'text': 'StaySafe', 'indices': [143, 152]}, {'text': 'Christmas', 'indices': [153, 163]}]
4	17848	"Still searching for the perfect Christmas outfit? May we suggest you can never go wrong with too much tinsel garland!

#Christmas #holidayseason #homefortheholidays #wearamask #stayhome #staysafe https://t.co/6RAPux4gVO"	markhamfair	Thu Dec 17 12:24:58 +0000 2020	https://twitter.com/twitter/statuses/1339547129942073346	1	1	[{'text': 'Christmas', 'indices': [119, 129]}, {'text': 'holidayseason', 'indices': [130, 144]}, {'text': 'homefortheholidays', 'indices': [145, 164]}, {'text': 'wearamask', 'indices': [165, 175]}, {'text': 'stayhome', 'indices': [176, 185]}, {'text': 'staysafe', 'indices': [186, 195]}]
5	17350	"#Covid19 is surging and spreading like wildfire.
#StayHome

Do not gather for Christmas.
Stay home.
Do not meet family during the holidays.
Stay home.
Do not travel, do not shop, do not go out.
Stay home.

Otherwise, thousands more will DIE because of YOU.  #StayHome!"	RichardCheese	Thu Dec 17 12:01:42 +0000 2020	https://twitter.com/twitter/statuses/1339541277575036928	0	11	[{'text': 'Covid19', 'indices': [0, 8]}, {'text': 'StayHome', 'indices': [49, 58]}, {'text': 'StayHome', 'indices': [258, 267]}]
6	15603	"#WearAMask #washyourmask if it's #reusable don't reuse #disposable #masks over and over.

#StaySafe #StayHome #washyourhands 

#Christmas is just a day don't stress over it #EnjoyEveryMinute 

#dontforgetme https://t.co/BmDyxLZ8RT"	crochet_crafter	Thu Dec 17 10:39:08 +0000 2020	https://twitter.com/twitter/statuses/1339520497189609472	0	1	[{'text': 'WearAMask', 'indices': [0, 10]}, {'text': 'washyourmask', 'indices': [11, 24]}, {'text': 'reusable', 'indices': [33, 42]}, {'text': 'disposable', 'indices': [55, 66]}, {'text': 'masks', 'indices': [67, 73]}, {'text': 'StaySafe', 'indices': [90, 99]}, {'text': 'StayHome', 'indices': [100, 109]}, {'text': 'washyourhands', 'indices': [110, 124]}, {'text': 'Christmas', 'indices': [127, 137]}, {'text': 'EnjoyEveryMinute', 'indices': [173, 190]}, {'text': 'dontforgetme', 'indices': [193, 206]}]
7	6237	"I Saw Three Ships

#musisi #musisimalang #dirumahaja #christmas #musician #stayhome @ Nugroho https://t.co/scoByXQCoe"	NugNux	Mon Dec 07 16:00:15 +0000 2020	https://twitter.com/twitter/statuses/1335977430536712192	0	0	[{'text': 'musisi', 'indices': [19, 26]}, {'text': 'musisimalang', 'indices': [27, 40]}, {'text': 'dirumahaja', 'indices': [41, 52]}, {'text': 'christmas', 'indices': [53, 63]}, {'text': 'musician', 'indices': [64, 73]}, {'text': 'stayhome', 'indices': [74, 83]}]
8	17477	"Lights on in the blingtastic backdrop. Please look after yourselves &amp; protect those more vulnerable than you this holiday season. 
Hopefully by SS2021 things will be brighter.
#StayHome #Christmas #Tier3 https://t.co/Oj7NzW383B"	DrSarahGilligan	Thu Dec 17 12:08:05 +0000 2020	https://twitter.com/twitter/statuses/1339542881976070144	0	1	[{'text': 'StayHome', 'indices': [180, 189]}, {'text': 'Christmas', 'indices': [190, 200]}, {'text': 'Tier3', 'indices': [201, 207]}]
9	19314	"Dear Brain Cancer Fighter...,  #staystrong #HOPE #BTSM #GRAY #WearAMask #StayHome #people #graymatters365 #cure #Cancer #BrainTumorThursday 
#Christmas #25DaysofChristmas 🎄 https://t.co/YPxyVMX46U"	KickBrainTumors	Thu Dec 17 13:28:18 +0000 2020	https://twitter.com/twitter/statuses/1339563072311218180	1	0	[{'text': 'staystrong', 'indices': [31, 42]}, {'text': 'HOPE', 'indices': [43, 48]}, {'text': 'BTSM', 'indices': [49, 54]}, {'text': 'GRAY', 'indices': [55, 60]}, {'text': 'WearAMask', 'indices': [61, 71]}, {'text': 'StayHome', 'indices': [72, 81]}, {'text': 'people', 'indices': [82, 89]}, {'text': 'graymatters365', 'indices': [90, 105]}, {'text': 'cure', 'indices': [106, 111]}, {'text': 'Cancer', 'indices': [112, 119]}, {'text': 'BrainTumorThursday', 'indices': [120, 139]}, {'text': 'Christmas', 'indices': [141, 151]}, {'text': '25DaysofChristmas', 'indices': [152, 170]}]
10	19291	"Make sure you enter the @christmasfm  prize bag to be in with a chance of winning a Novaerus NV200 Air Dis-infection device - protect and clean your air this Christmas. 

@Novaerus @ALONE_IRELAND #SafeChristmas #Stayhome #staysafe #holdfirm 

https://t.co/PAAXN5Gnrx"	NMcgreals	Thu Dec 17 13:27:36 +0000 2020	https://twitter.com/twitter/statuses/1339562893856169984	0	0	[{'text': 'SafeChristmas', 'indices': [196, 210]}, {'text': 'Stayhome', 'indices': [211, 220]}, {'text': 'staysafe', 'indices': [221, 230]}, {'text': 'holdfirm', 'indices': [231, 240]}]
11	4369	"@poozwah Regrettably, this will probably turn out to be true. They talk about the left trying to ""cancel Christmas"". The real Christmas thieves are those that refuse to #WearAMask, endangering themselves and others in the process. They are why we have to #StayHome."	Dadilicious2	Mon Dec 07 14:55:38 +0000 2020	https://twitter.com/twitter/statuses/1335961170717470724	0	1	[{'text': 'WearAMask', 'indices': [169, 179]}, {'text': 'StayHome', 'indices': [255, 264]}]
12	15236	"Christmas Infusion 🙌🏼
Well needed boost 💉 💊
#tysabritime #tysabriinfusion #mswarrior #msbadass #msbrainfogsucks #almostchristmas #stayhome #staysafe #protectthenhs💙 @ Barnet General Hospital https://t.co/GlNRsHSqne"	CbClabeck	Thu Dec 17 10:20:01 +0000 2020	https://twitter.com/twitter/statuses/1339515685983059968	0	0	[{'text': 'tysabritime', 'indices': [44, 56]}, {'text': 'tysabriinfusion', 'indices': [57, 73]}, {'text': 'mswarrior', 'indices': [74, 84]}, {'text': 'msbadass', 'indices': [85, 94]}, {'text': 'msbrainfogsucks', 'indices': [95, 111]}, {'text': 'almostchristmas', 'indices': [112, 128]}, {'text': 'stayhome', 'indices': [129, 138]}, {'text': 'staysafe', 'indices': [139, 148]}, {'text': 'protectthenhs', 'indices': [149, 163]}]
13	18776	"Happy Holidays! 15% OFF All Roasts ❄️

Shop our finest selection of gourmet whole roasts simmered to perfection.

Use code JUSTADDFIRE! Celebrate now: https://t.co/EqoHq6m7qo

#steak #steaktime #stayhome #staysafe #holidays #roasts #christmas #newyear https://t.co/nQmM1Zjxzk"	GrandWSteaks	Thu Dec 17 13:07:21 +0000 2020	https://twitter.com/twitter/statuses/1339557796052946950	0	0	[{'text': 'steak', 'indices': [176, 182]}, {'text': 'steaktime', 'indices': [183, 193]}, {'text': 'stayhome', 'indices': [194, 203]}, {'text': 'staysafe', 'indices': [204, 213]}, {'text': 'holidays', 'indices': [214, 223]}, {'text': 'roasts', 'indices': [224, 231]}, {'text': 'christmas', 'indices': [232, 242]}, {'text': 'newyear', 'indices': [243, 251]}]
14	6104	#MarkedByCOVID Christmas it going to be a rough holiday for so many of us. Please #StayHome #COVIDisNotAGame https://t.co/coDJvDkKXu	readingswan	Mon Dec 07 15:55:31 +0000 2020	https://twitter.com/twitter/statuses/1335976238884794368	3	26	[{'text': 'MarkedByCOVID', 'indices': [0, 14]}, {'text': 'StayHome', 'indices': [82, 91]}, {'text': 'COVIDisNotAGame', 'indices': [92, 108]}]
15	7366	HO HO Holy Sh*t what a year! #NovaFotoDoPerfil #christmas #christmas2020 #santapics #santa #family #pandemic #stayhome #BeSafeOutThere #ChristmasIsComing #BeThankful #giveaway #12DaysOfChristmas #25DaysofChristmas https://t.co/bntcVYFtpf	CMPatricio	Sat Dec 05 17:41:14 +0000 2020	https://twitter.com/twitter/statuses/1335278069574107143	0	1	[{'text': 'NovaFotoDoPerfil', 'indices': [29, 46]}, {'text': 'christmas', 'indices': [47, 57]}, {'text': 'christmas2020', 'indices': [58, 72]}, {'text': 'santapics', 'indices': [73, 83]}, {'text': 'santa', 'indices': [84, 90]}, {'text': 'family', 'indices': [91, 98]}, {'text': 'pandemic', 'indices': [99, 108]}, {'text': 'stayhome', 'indices': [109, 118]}, {'text': 'BeSafeOutThere', 'indices': [119, 134]}, {'text': 'ChristmasIsComing', 'indices': [135, 153]}, {'text': 'BeThankful', 'indices': [154, 165]}, {'text': 'giveaway', 'indices': [166, 175]}, {'text': '12DaysOfChristmas', 'indices': [176, 194]}, {'text': '25DaysofChristmas', 'indices': [195, 213]}]
16	17387	I know I don't have many followers. However I just wanted to say please stay inside your homes as much as possible. I know its almost Christmas, but peoples lives are at stake with this corona. So stay safe, have a good Christmas! 🎄🎁#COVID19 #coronavirusuk #StayHome #lockdown	SnipeEmma	Thu Dec 17 12:03:36 +0000 2020	https://twitter.com/twitter/statuses/1339541755016990720	0	1	[{'text': 'COVID19', 'indices': [233, 241]}, {'text': 'coronavirusuk', 'indices': [242, 256]}, {'text': 'StayHome', 'indices': [257, 266]}, {'text': 'lockdown', 'indices': [267, 276]}]
17	15944	"Detailed and Hygenically Prepared!
ALL OUR INGREDIENTS ARE FRESH AND ORGANIC

Stay Safe...Let carry your food burden.

*Merry Christmas*

#menuroom #christmas #december #foodelivery #foodinlagos #christmascombo #foodies #foodservice #foodinlagos #yummy #staysafe #stayhome"	Menuroom_	Thu Dec 17 10:55:13 +0000 2020	https://twitter.com/twitter/statuses/1339524546546774017	0	2	[{'text': 'menuroom', 'indices': [138, 147]}, {'text': 'christmas', 'indices': [148, 158]}, {'text': 'december', 'indices': [159, 168]}, {'text': 'foodelivery', 'indices': [169, 181]}, {'text': 'foodinlagos', 'indices': [182, 194]}, {'text': 'christmascombo', 'indices': [195, 210]}, {'text': 'foodies', 'indices': [211, 219]}, {'text': 'foodservice', 'indices': [220, 232]}, {'text': 'foodinlagos', 'indices': [233, 245]}, {'text': 'yummy', 'indices': [246, 252]}, {'text': 'staysafe', 'indices': [253, 262]}, {'text': 'stayhome', 'indices': [263, 272]}]
18	16243	"@davidjjfield Thank you for what you and other #frontline workers do. 

Hopefully more people will do the same to stop the spread of #covid or it's going to be a long January in #Lockdown3 
#WearAMask #washyourhands #StaySafe #StayHome 
#Christmas is just a day don't stress over it."	crochet_crafter	Thu Dec 17 11:08:52 +0000 2020	https://twitter.com/twitter/statuses/1339527980171857922	0	1	[{'text': 'frontline', 'indices': [47, 57]}, {'text': 'covid', 'indices': [133, 139]}, {'text': 'Lockdown3', 'indices': [178, 188]}, {'text': 'WearAMask', 'indices': [190, 200]}, {'text': 'washyourhands', 'indices': [201, 215]}, {'text': 'StaySafe', 'indices': [216, 225]}, {'text': 'StayHome', 'indices': [226, 235]}, {'text': 'Christmas', 'indices': [237, 247]}]
19	17778	"@MattHancock says it is a matter of people's ""personal responsibility"" to hold Christmas gatherings in a way that is safe next week.

#COVID19 #SaveLives #StaySafe #StayHome

https://t.co/d1aXAlgBeq"	drjpmark	Thu Dec 17 12:22:02 +0000 2020	https://twitter.com/twitter/statuses/1339546392608591873	0	1	[{'text': 'COVID19', 'indices': [134, 142]}, {'text': 'SaveLives', 'indices': [143, 153]}, {'text': 'StaySafe', 'indices': [154, 163]}, {'text': 'StayHome', 'indices': [164, 173]}]
20	2213	Happy Monday everyone! Have a lovely day! 😃🐾 #mondaythoughts #mondaymorning #advent #door7 #dogfashion #princessandthepug #robin #Christmas #lockdownuk #stayhome #staysafe #dogsoftwitter #dogsofinstagram https://t.co/0ByERGIs54	hollyrustipug14	Mon Dec 07 13:32:52 +0000 2020	https://twitter.com/twitter/statuses/1335940338817650689	5	76	[{'text': 'mondaythoughts', 'indices': [45, 60]}, {'text': 'mondaymorning', 'indices': [61, 75]}, {'text': 'advent', 'indices': [76, 83]}, {'text': 'door7', 'indices': [84, 90]}, {'text': 'dogfashion', 'indices': [91, 102]}, {'text': 'princessandthepug', 'indices': [103, 121]}, {'text': 'robin', 'indices': [122, 128]}, {'text': 'Christmas', 'indices': [129, 139]}, {'text': 'lockdownuk', 'indices': [140, 151]}, {'text': 'stayhome', 'indices': [152, 161]}, {'text': 'staysafe', 'indices': [162, 171]}, {'text': 'dogsoftwitter', 'indices': [172, 186]}, {'text': 'dogsofinstagram', 'indices': [187, 203]}]
QUERY: 	test results
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	13178	Where the hell my covid test results at	thatsmallory	Wed Dec 16 22:17:34 +0000 2020	https://twitter.com/twitter/statuses/1339333876318171138	0	0	[]
2	6875	"With @LabCorp having a #COVID19 #PCR test cycle threshold of 40, where the norm is 25, practically everyone in Guilford County is getting a false positive result.

#Hops #Lawndale #gsopol #ncpol"	FecundStench	Mon Dec 07 16:20:19 +0000 2020	https://twitter.com/twitter/statuses/1335982480965382144	1	0	[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'PCR', 'indices': [32, 36]}, {'text': 'Hops', 'indices': [164, 169]}, {'text': 'Lawndale', 'indices': [170, 179]}, {'text': 'gsopol', 'indices': [180, 187]}, {'text': 'ncpol', 'indices': [188, 194]}]
3	16024	"@Goodfrens1 @Jo32503395 If the results of the vaccine efficacy study are based on the PCR test which is unreliable.
Are they doing the same 45+ cycles that provides such a high false positive rate or are they doing a much more conservative amount of cycles? #Pfizer #Pfizervaccine #Covid_19 #vaccine #PCR"	ellhard	Thu Dec 17 10:59:41 +0000 2020	https://twitter.com/twitter/statuses/1339525669110202369	1	1	[{'text': 'Pfizer', 'indices': [258, 265]}, {'text': 'Pfizervaccine', 'indices': [266, 280]}, {'text': 'Covid_19', 'indices': [281, 290]}, {'text': 'vaccine', 'indices': [291, 299]}, {'text': 'PCR', 'indices': [300, 304]}]
4	16295	"@Dopey_72F If the results of the vaccine efficacy study are based on the PCR test which is unreliable.
Are they doing the same 45+ cycles that provides such a high false positive rate or are they doing a much more conservative amount of cycles? #Pfizer #Pfizervaccine #Covid_19 #vaccine #PCR"	ellhard	Thu Dec 17 11:11:46 +0000 2020	https://twitter.com/twitter/statuses/1339528711549329408	0	0	[{'text': 'Pfizer', 'indices': [245, 252]}, {'text': 'Pfizervaccine', 'indices': [253, 267]}, {'text': 'Covid_19', 'indices': [268, 277]}, {'text': 'vaccine', 'indices': [278, 286]}, {'text': 'PCR', 'indices': [287, 291]}]
5	15975	"If the results of the vaccine efficacy study are based on the PCR test which is unreliable.
Are they doing the same 45+ cycles that provides such a high false positive rate or are they doing a much more conservative amount of cycles? #Pfizer #Pfizervaccine #Covid_19 #vaccine #PCR"	ellhard	Thu Dec 17 10:56:56 +0000 2020	https://twitter.com/twitter/statuses/1339524978811662336	0	0	[{'text': 'Pfizer', 'indices': [234, 241]}, {'text': 'Pfizervaccine', 'indices': [242, 256]}, {'text': 'Covid_19', 'indices': [257, 266]}, {'text': 'vaccine', 'indices': [267, 275]}, {'text': 'PCR', 'indices': [276, 280]}]
6	16282	"@CathalOhEanna @fiannafailparty If the results of the vaccine efficacy study are based on the PCR test which is unreliable.
Are they doing the same 45+ cycles that provides such a high false positive rate or are they doing a much more conservative amount of cycles? #Pfizer #Pfizervaccine #Covid_19 #vaccine #PCR"	ellhard	Thu Dec 17 11:10:55 +0000 2020	https://twitter.com/twitter/statuses/1339528498457657344	0	0	[{'text': 'Pfizer', 'indices': [266, 273]}, {'text': 'Pfizervaccine', 'indices': [274, 288]}, {'text': 'Covid_19', 'indices': [289, 298]}, {'text': 'vaccine', 'indices': [299, 307]}, {'text': 'PCR', 'indices': [308, 312]}]
7	13918	FDA authorizes rapid, at-home Covid test kit, costs –$30 with results in 15 min https://t.co/rqSUIxpy9d (https://t.co/TkUvuBRHe4)	newsyc250	Wed Dec 16 22:18:20 +0000 2020	https://twitter.com/twitter/statuses/1339334068366958603	0	0	[]
8	4379	"@NYGovCuomo A rapid #PCR test  is done, if it tests positive: A 2nd swab test is done that goes to the State. 3-4 days later the results come back negative. 

Patient shows no symptoms meaning their asymptomatic.

Media counts it as an infection &amp; doesn't uncount 1st false postive PCR test. https://t.co/YaCB1TNl0S"	occupycorruptDC	Mon Dec 07 14:55:56 +0000 2020	https://twitter.com/twitter/statuses/1335961244218646529	39	54	[{'text': 'PCR', 'indices': [20, 24]}]
9	3924	The Lateral Flow Test - a first line of defence in the fight against #coronavirus. Boxes of 40 tests available NOW! Results within 15-20 mins. Only  £19.99 + VAT per test. Minimum order 1 box.  https://t.co/x6Mzr4RXja #covid19 https://t.co/UCue8gT4K5	MediInnUkLtd	Mon Dec 07 14:39:39 +0000 2020	https://twitter.com/twitter/statuses/1335957147532877825	0	0	[{'text': 'coronavirus', 'indices': [69, 81]}, {'text': 'covid19', 'indices': [218, 226]}]
10	5741	"Important.
External peer review of the RTPCR test to detect SARS-CoV-2 reveals 10 major scientific flaws at the molecular and methodological level: consequences for false positive results.
See link below. https://t.co/akk68etqH2"	Charlotte3003G	Mon Dec 07 15:42:25 +0000 2020	https://twitter.com/twitter/statuses/1335972942405103621	22	34	[]
11	2997	Worried about workforce downtime due to #Covid19? The simple solution is the Novel Coronavirus 2019-nCoV Antigen Test - Lateral Flow Test.  Results within 15-20 mins = Peace of mind! #BizHour #coronavirus #lateralflowtest  https://t.co/WDH7MnFBwZ https://t.co/77q83Xr5NL	MediInnUkLtd	Mon Dec 07 14:05:10 +0000 2020	https://twitter.com/twitter/statuses/1335948470579032071	0	3	[{'text': 'Covid19', 'indices': [40, 48]}, {'text': 'BizHour', 'indices': [183, 191]}, {'text': 'coronavirus', 'indices': [192, 204]}, {'text': 'lateralflowtest', 'indices': [205, 221]}]
12	7305	#Coronavirus #York updates; 5th Dec 2020.  TWO additional deaths announced by York Hospital Trust. TWENTY SEVEN (27) additional positive test results. Case rate /100k population has fallen to 64.1. Reduction may be slowing. 5 areas have fewer than 3 cases. https://t.co/a0BS8T6k0W https://t.co/PeekZbajsW	SteveGallowayYk	Sat Dec 05 17:27:17 +0000 2020	https://twitter.com/twitter/statuses/1335274560103575552	1	1	[{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'York', 'indices': [13, 18]}]
13	12234	"Update: I got my negative test result early this afternoon. Less than 24 hours after my test.

There are less than 2 more hours left to get tested for #COVID19 at @GLIDEsf this week! If you're in #SanFrancisco - Go! https://t.co/zt9pwIhvXv"	realchrisjbeale	Wed Dec 16 22:16:34 +0000 2020	https://twitter.com/twitter/statuses/1339333627159592960	0	2	[{'text': 'COVID19', 'indices': [151, 159]}, {'text': 'SanFrancisco', 'indices': [196, 209]}]
14	858	@michaelmina_lab @lee_spraggon A #SARSCoV2 test that takes &gt; 24 hrs to result is not useful	CarlosdelRio7	Sat Dec 05 17:05:25 +0000 2020	https://twitter.com/twitter/statuses/1335269054731399168	1	5	[{'text': 'SARSCoV2', 'indices': [33, 42]}]
15	210	FDA Allows 1st Rapid COVID Test That Gives Results at Home https://t.co/6bIJKlHODM	akifmalik	Wed Nov 18 10:19:38 +0000 2020	https://twitter.com/twitter/statuses/1329006343391469569	0	1	[]
16	6940	After 9 miserable months of the #Coronavirus nightmare, is there a US national standard for testing people without symptoms, including test timing—how many days after assumed or suspected exposure to the virus—and lab analysis protocols, in order to avoid false positive results?	ForeignC	Mon Dec 07 16:22:40 +0000 2020	https://twitter.com/twitter/statuses/1335983071846428675	0	1	[{'text': 'Coronavirus', 'indices': [32, 44]}]
17	14256	Due to positive lab results from Covid tests for a few members of our congregation and staff, all activities this week have been cancelled including services on Sunday, December 20th.  For more info see our website or Facebook. https://t.co/pn2GJXtybq	FirstWaxahachie	Wed Dec 16 22:18:42 +0000 2020	https://twitter.com/twitter/statuses/1339334161107181576	0	0	[]
18	5578	@IrishVoice1 @Independent_ie Ciara Kelly finally considering #COVID19 debate? There is no real medical evidence available for #NPHET to recommend Level 5 Restrictions. #PCR Test gives 90%+ False Positive Results so MSM announcing huge increase in “cases” is major part of problem.  https://t.co/aL1230jERG	duzBme	Mon Dec 07 15:36:36 +0000 2020	https://twitter.com/twitter/statuses/1335971481499693057	0	0	[{'text': 'COVID19', 'indices': [61, 69]}, {'text': 'NPHET', 'indices': [126, 132]}, {'text': 'PCR', 'indices': [168, 172]}]
19	5485	Care home giant Balhousie trials new Covid-19 test with results in 30 minute in Tayside https://t.co/eRHOppIK9B #coronavirus #covid19	corona_scotnews	Mon Dec 07 15:33:32 +0000 2020	https://twitter.com/twitter/statuses/1335970708589973509	0	0	[{'text': 'coronavirus', 'indices': [112, 124]}, {'text': 'covid19', 'indices': [125, 133]}]
20	13679	"The new cases were a couple who did not isolate while waiting for the results of their COVID tests, a breach of guidelines.

“They took a long time to track down,” an official familiar with the matter said, confirming the pair did not isolate. @australian

https://t.co/fykPsGYCte"	maxmaddison	Wed Dec 16 22:18:05 +0000 2020	https://twitter.com/twitter/statuses/1339334008614752256	0	0	[]
QUERY: 	#wearamask
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	18683	This. #WearAMask https://t.co/pYqojdNlN8	bootsiannakfu73	Thu Dec 17 13:03:12 +0000 2020	https://twitter.com/twitter/statuses/1339556752744968192	1	1	[{'text': 'WearAMask', 'indices': [6, 16]}]
2	15714	This ⬇️⬇️⬇️ #WearAMask https://t.co/IPVv3ufGWA	LeonHendrix	Thu Dec 17 10:44:32 +0000 2020	https://twitter.com/twitter/statuses/1339521857393995776	1	6	[{'text': 'WearAMask', 'indices': [12, 22]}]
3	1706	This is why you #WearAMask https://t.co/tsPKPq46MR	markthehare	Mon Dec 07 13:11:14 +0000 2020	https://twitter.com/twitter/statuses/1335934896926232577	0	0	[{'text': 'WearAMask', 'indices': [16, 26]}]
4	619	@DebDlene Same here. #WearAMask	Smallhaven2	Sat Dec 05 16:56:42 +0000 2020	https://twitter.com/twitter/statuses/1335266862213472257	0	1	[{'text': 'WearAMask', 'indices': [21, 31]}]
5	5368	Why we should all #WearAMask https://t.co/Ca5CroRPIY	kathyluwho	Mon Dec 07 15:29:43 +0000 2020	https://twitter.com/twitter/statuses/1335969747607891968	0	0	[{'text': 'WearAMask', 'indices': [18, 28]}]
