QUERY: 	I got covid
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
12	5466	"377 more COVID-19 cases detected, bringing the total number of cases reported today to 703. Total infections in the country increases to 28,580.
#SriLanka #lka #coronavirus #COVID19"	newsradiolk	Mon Dec 07 15:32:37 +0000 2020	https://twitter.com/twitter/statuses/1335970476183625729	5	1	[{'text': 'SriLanka', 'indices': [145, 154]}, {'text': 'lka', 'indices': [155, 159]}, {'text': 'coronavirus', 'indices': [160, 172]}, {'text': 'COVID19', 'indices': [173, 181]}]
13	6123	"377 more COVID-19 cases detected, bringing the total number of cases reported today to 703. Total infections in the country increases to 28,580.
#SriLanka #lka #coronavirus #COVID19 #COVID19SL #COVID19LK"	imSVithu02	Mon Dec 07 15:56:21 +0000 2020	https://twitter.com/twitter/statuses/1335976450592161799	2	1	[{'text': 'SriLanka', 'indices': [145, 154]}, {'text': 'lka', 'indices': [155, 159]}, {'text': 'coronavirus', 'indices': [160, 172]}, {'text': 'COVID19', 'indices': [173, 181]}, {'text': 'COVID19SL', 'indices': [182, 192]}, {'text': 'COVID19LK', 'indices': [193, 203]}]
14	5987	"Europe’s #coronavirus surge is shrinking while cases in the US are spiking

Europe appears to be rounding the corner. The 7-day average of newly confirmed cases is trending downward after countries imposed lockdowns or other social-distancing mandates.

https://t.co/nLf82xQaJs https://t.co/5msm3hCdSu"	MicrobesInfect	Mon Dec 07 15:50:58 +0000 2020	https://twitter.com/twitter/statuses/1335975096402333698	3	4	[{'text': 'coronavirus', 'indices': [9, 21]}]
15	17512	"#CoronaVirusUpdates : 😷 
#California Has More New #CoronaVirus Cases Than Most Countries In The World ! CA Averages 33,000 #Covid_19 Cases A Day Over The Last Wk, The Highest Level Ever Recorded  ! #HLN , #StayHome  ! #StimulusCheck of 1,200 Not $600 ! #HazardPay 4 Everyone ! https://t.co/SRAOP7AuGK"	HollywoodBlvd1	Thu Dec 17 12:09:32 +0000 2020	https://twitter.com/twitter/statuses/1339543248063197184	0	0	[{'text': 'CoronaVirusUpdates', 'indices': [0, 19]}, {'text': 'California', 'indices': [25, 36]}, {'text': 'CoronaVirus', 'indices': [50, 62]}, {'text': 'Covid_19', 'indices': [123, 132]}, {'text': 'HLN', 'indices': [198, 202]}, {'text': 'StayHome', 'indices': [205, 214]}, {'text': 'StimulusCheck', 'indices': [218, 232]}, {'text': 'HazardPay', 'indices': [253, 263]}]
16	5430	"@WassimCornet 🇩🇪 #Germany's #Bavaria region is pushing for tougher #coronavirus measures as cases remain high despite five weeks of national restrictions.

As @shirlisitbon reports, Bavaria has one of the country's highest number of cases and the worst death toll ⤵️ https://t.co/NQTswX4FRS"	France24_en	Mon Dec 07 15:31:13 +0000 2020	https://twitter.com/twitter/statuses/1335970126173233153	12	7	[{'text': 'Germany', 'indices': [17, 25]}, {'text': 'Bavaria', 'indices': [28, 36]}, {'text': 'coronavirus', 'indices': [67, 79]}]
17	10656	"As coronavirus cases continue to surge in Allegheny County and across the country, the Penn Hills area’s numbers remain among the highest in Pittsburgh's eastern suburbs.

https://t.co/Zc4K3aqr3p"	TribLIVE	Wed Dec 16 22:15:00 +0000 2020	https://twitter.com/twitter/statuses/1339333229736652802	0	2	[]
18	900	US #Coronavirus: The country hit a record 7-day average of new #Covid19 cases. And the impacts of #Thanksgiving will only make things worse, experts warn - CNN https://t.co/52ygCG3rtL	eyesonfoxorg	Sat Dec 05 17:07:29 +0000 2020	https://twitter.com/twitter/statuses/1335269573998895105	0	1	[{'text': 'Coronavirus', 'indices': [3, 15]}, {'text': 'Covid19', 'indices': [63, 71]}, {'text': 'Thanksgiving', 'indices': [98, 111]}]
19	14642	"#California has set nationwide records for posting 41,000+ new cases of infections on 12/16! “If CA were a country, it would be among the world leaders in new #coronavirus cases, ahead of India, Germany &amp; Britain.” #masks #vaccine #StayHome
https://t.co/bCzNipq0i2 via @GoogleNews"	opchow	Thu Dec 17 09:32:03 +0000 2020	https://twitter.com/twitter/statuses/1339503617057800192	0	0	[{'text': 'California', 'indices': [0, 11]}, {'text': 'coronavirus', 'indices': [159, 171]}, {'text': 'masks', 'indices': [219, 225]}, {'text': 'vaccine', 'indices': [226, 234]}, {'text': 'StayHome', 'indices': [235, 244]}]
20	1872	"12/7/2020 AM #1b: #Covid-19 Cases in USA now 15,161,782 (+176,640, 1.1%)(220,931 Record 12/4/20), 6,014,935 active, 288,962 dead, 26,448 serious or critical, and 8,857,885 recovered
53 countries had over 1,000 new #Covid-19 cases in last 24hrs.
Remember ***** Thanksgiving Week **"	FRC7	Mon Dec 07 13:17:32 +0000 2020	https://twitter.com/twitter/statuses/1335936480406081536	0	0	[{'text': '1b', 'indices': [13, 16]}, {'text': 'Covid', 'indices': [18, 24]}, {'text': 'Covid', 'indices': [214, 220]}]
QUERY: 	hospital workers
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	758	"As hospitals start to max out, medical workers beg officials for new Covid-19 mandates
https://t.co/xJByjpxBdV. 
I commend our hospital workers, but if they really want change, they just have to threaten to walk off the job.  Should have happened long ago. #WearAMask  #Hospitals"	WallHillStudios	Sat Dec 05 17:01:46 +0000 2020	https://twitter.com/twitter/statuses/1335268136833183746	0	0	[{'text': 'WearAMask', 'indices': [257, 267]}, {'text': 'Hospitals', 'indices': [269, 279]}]
2	9067	@GovSisolak @pfizer Ask the healthcare worker that is now in the hospital with serious reactions to the vaccine in Alaska	Repoman2018	Wed Dec 16 22:13:21 +0000 2020	https://twitter.com/twitter/statuses/1339332815410741248	1	10	[]
3	6915	"Please, everyone #WearAMask !! 

If not for anyone other than our hospital workers who are already stretched so far. https://t.co/IJLzBZs3BW"	HeroHeart2020	Mon Dec 07 16:21:49 +0000 2020	https://twitter.com/twitter/statuses/1335982856871452675	1	1	[{'text': 'WearAMask', 'indices': [17, 27]}]
4	5712	Healthcare workers laid off... but, what about this #plandemic ?  Isn’t the world in #lockdown to help the hospitals not be overwhelmed??? https://t.co/1ibkuCuWCm	LightAscent	Mon Dec 07 15:41:31 +0000 2020	https://twitter.com/twitter/statuses/1335972716118208512	0	0	[{'text': 'plandemic', 'indices': [52, 62]}, {'text': 'lockdown', 'indices': [85, 94]}]
5	17923	#CORONAVIRUS: Newman Regional Health, Greenwood County Hospital get vaccines for frontline healthcare workers https://t.co/spKDuXIp6f #KVOENews	KVOEAM1400	Thu Dec 17 12:30:00 +0000 2020	https://twitter.com/twitter/statuses/1339548397758517248	1	2	[{'text': 'CORONAVIRUS', 'indices': [0, 12]}, {'text': 'KVOENews', 'indices': [134, 143]}]
6	1781	No holding back! The first doses of #coronavirus #vaccine arrives at #UK 🇬🇧 #hospital. What does this mean? The doses will be administered to people aged 80 &amp; over, care home workers and NHS workers who are at higher risk the first to receive the jab. A good start to the pandemic https://t.co/w1FWxvL6hi	boxacise4Health	Mon Dec 07 13:14:33 +0000 2020	https://twitter.com/twitter/statuses/1335935729428525058	0	0	[{'text': 'coronavirus', 'indices': [36, 48]}, {'text': 'vaccine', 'indices': [49, 57]}, {'text': 'UK', 'indices': [69, 72]}, {'text': 'hospital', 'indices': [76, 85]}]
7	12095	"https://t.co/U3e49D12gX
""A hospital worker with no history of allergies was admitted to intensive care over a severe reaction she suffered 10 minutes after having Pfizer’s coronavirus vaccine""."	Maven1967	Wed Dec 16 22:16:26 +0000 2020	https://twitter.com/twitter/statuses/1339333590258225152	6	7	[]
8	6509	@DonaldJTrumpJr HOSPITALS ARE FULL, HEALTH CARE WORKERS ARE AT. WITS END. AMERICANS ARE DYING AND YOU SPEW THIS CRAP. #COVIDIOTS #COVID19 #coronavirus #Covid_19	BillTruther	Mon Dec 07 16:07:18 +0000 2020	https://twitter.com/twitter/statuses/1335979205939650562	0	0	[{'text': 'COVIDIOTS', 'indices': [118, 128]}, {'text': 'COVID19', 'indices': [129, 137]}, {'text': 'coronavirus', 'indices': [138, 150]}, {'text': 'Covid_19', 'indices': [151, 160]}]
9	5436	"Wear the damn mask! If these hospitals and their workers fall then we go down too. They are exhausted, sad, angry, and working in crisis environments. Respect them! And speak out to those you see who act like covidiots.
#MaskUp 
#WearAMask 
#MAGA https://t.co/sJCiBlPq93"	fg_shep	Mon Dec 07 15:31:32 +0000 2020	https://twitter.com/twitter/statuses/1335970204300550146	0	0	[{'text': 'MaskUp', 'indices': [220, 227]}, {'text': 'WearAMask', 'indices': [229, 239]}, {'text': 'MAGA', 'indices': [241, 246]}]
10	7379	"I live here in Port Charlotte, Fl. We are terrified to be out of the house. As usual, The State Government fucks it all up. #DeathSantis 
#WearAMaskSaveALife
#WearAMask
As hospitals start to max out, medical workers beg officials for new Covid-19 mandates

https://t.co/lik00SSIri"	Theresa34120053	Sat Dec 05 17:41:52 +0000 2020	https://twitter.com/twitter/statuses/1335278226130808833	0	0	[{'text': 'DeathSantis', 'indices': [124, 136]}, {'text': 'WearAMaskSaveALife', 'indices': [138, 157]}, {'text': 'WearAMask', 'indices': [158, 168]}]
11	10617	@dawgfan487 @WPTV My husband got covid IN hospital ppe because he works in direct care. He is getting the vaccine as soon as it is offered. Healthcare workers have a responsibility to do the most to protect the people they care for. They cannot spread misinformation	greenchristyeye	Wed Dec 16 22:14:58 +0000 2020	https://twitter.com/twitter/statuses/1339333222774272003	0	0	[]
12	4297	While trying to keep in the holiday spirit, my heart is with our hospital and front line workers who are tirelessly working to keep our communities safe and healthy.  Please be a patriot, and wear a mask.  #wearamask #thankyoufrontlineworkers #patriotic https://t.co/LWkwr9uh8f	VotePadmaKuppa	Mon Dec 07 14:53:08 +0000 2020	https://twitter.com/twitter/statuses/1335960542553501699	0	4	[{'text': 'wearamask', 'indices': [206, 216]}, {'text': 'thankyoufrontlineworkers', 'indices': [217, 242]}, {'text': 'patriotic', 'indices': [243, 253]}]
13	7607	"FFS people, don't be dicks- #stayhome or #WearAMask #Ignorance and #Selfishness is needlessly killing 1000s more just as vaccines begin rolling out.
WTF

As hospitals start to max out, medical workers beg officials for new Covid-19 mandates

https://t.co/6rvs4BeyuF"	MikeForPres2024	Sat Dec 05 17:50:53 +0000 2020	https://twitter.com/twitter/statuses/1335280497195438081	0	0	[{'text': 'stayhome', 'indices': [28, 37]}, {'text': 'WearAMask', 'indices': [41, 51]}, {'text': 'Ignorance', 'indices': [52, 62]}, {'text': 'Selfishness', 'indices': [67, 79]}]
14	12624	Healthcare workers are vaccinated with the Pfizer-BioNTech Covid-19 vaccine at Whittier Hospital Medical Center. @Coronavirus #COVID19 #pandemic #whittier #healthcareworkers #doctors #nurses @NikonUSA #nikon #photography #PfizerCOVIDvaccine @pfizer https://t.co/u9tFFtlS23	photowkb	Wed Dec 16 22:16:59 +0000 2020	https://twitter.com/twitter/statuses/1339333729131511808	7	24	[{'text': 'COVID19', 'indices': [126, 134]}, {'text': 'pandemic', 'indices': [135, 144]}, {'text': 'whittier', 'indices': [145, 154]}, {'text': 'healthcareworkers', 'indices': [155, 173]}, {'text': 'doctors', 'indices': [174, 182]}, {'text': 'nurses', 'indices': [183, 190]}, {'text': 'nikon', 'indices': [201, 207]}, {'text': 'photography', 'indices': [208, 220]}, {'text': 'PfizerCOVIDvaccine', 'indices': [221, 240]}]
15	5252	"I don’t think most people understand what it is like in the hospitals for health care workers.. the hell and heartbreak they endure every shift to keep us alive. 

What seven ICU nurses want Americans to know about COVID 
#demVoice1
#WearAMask  https://t.co/fOIVaKaIsj"	kellyG124	Mon Dec 07 15:25:24 +0000 2020	https://twitter.com/twitter/statuses/1335968662608605186	49	76	[{'text': 'demVoice1', 'indices': [222, 232]}, {'text': 'WearAMask', 'indices': [233, 243]}]
16	8121	@GavinNewsom When will primary care workers get the vaccine? We see dozens of covid patients every day. Just because they aren’t extremely ill like they are in the hospitals doesn’t mean they aren’t contagious. Yet, people fail to consider us frontline.	erin_nolte	Wed Dec 16 22:12:21 +0000 2020	https://twitter.com/twitter/statuses/1339332566046789633	0	0	[]
17	15472	"2 #HealthCare workers at #BartlettRegional #Hospital in #Juneau, #Alaska, had #allergic #reactions to @Pfizer's #coronavirus #vaccine. 
Both treated w/epinephrine &amp; Benedryl.
1 stayed o/n.
Both still grateful they got the vaccine &amp; want others to get it.
https://t.co/62GjeYoIK8"	newstruthliz	Thu Dec 17 10:33:10 +0000 2020	https://twitter.com/twitter/statuses/1339518995557474306	0	0	[{'text': 'HealthCare', 'indices': [2, 13]}, {'text': 'BartlettRegional', 'indices': [25, 42]}, {'text': 'Hospital', 'indices': [43, 52]}, {'text': 'Juneau', 'indices': [56, 63]}, {'text': 'Alaska', 'indices': [65, 72]}, {'text': 'allergic', 'indices': [78, 87]}, {'text': 'reactions', 'indices': [88, 98]}, {'text': 'coronavirus', 'indices': [112, 124]}, {'text': 'vaccine', 'indices': [125, 133]}]
18	10892	Check out scenes as East Alabama Medical Center frontline workers received the Pfizer COVID-19 vaccine on Wednesday. The hospital received its shipment of the vaccine on Tuesday morning and began distributing the vaccine later that day. https://t.co/q3FYWQoDvO	oanow	Wed Dec 16 22:15:11 +0000 2020	https://twitter.com/twitter/statuses/1339333276683661312	0	3	[]
QUERY: 	global pandemic
Ranking	Tweet	Text	Username	Date	URL	Retweets	Likes	Hashtags
 
1	13783	@ErinDMurphy I wonder that even without a global pandemic. What DO the do with all of that?	LisaGrouette	Wed Dec 16 22:18:11 +0000 2020	https://twitter.com/twitter/statuses/1339334033742893056	0	1	[]
2	14429	I wish you’d stop adding global in front of pandemic🥰🥰😍😍😍🥰✨🥰😍🤎	khadijatouwane	Wed Dec 16 22:18:52 +0000 2020	https://twitter.com/twitter/statuses/1339334203293437955	3	8	[]
3	12950	y’all will stay home for some snow and not a global pandemic? mm😐	kaelyngrace11	Wed Dec 16 22:17:19 +0000 2020	https://twitter.com/twitter/statuses/1339333815093899265	0	0	[]
4	10581	So people stay at home because of a snow storm but not because of a global pandemic?? 🤔🤔	knot_self	Wed Dec 16 22:14:56 +0000 2020	https://twitter.com/twitter/statuses/1339333212976410625	1	4	[]
5	2124	I fully agree with 🇩🇪 Chancellor Merkel: a global pandemic requires a global response. Thank you for your strong support to strengthen @WHO &amp; for reminding us at #UNGASS that we can achieve so much, only if we #ACTogether. The @ACTAccelerator is a prime example. https://t.co/gm81z7Rqra	DrTedros	Mon Dec 07 13:29:43 +0000 2020	https://twitter.com/twitter/statuses/1335939547377651713	42	229	[{'text': 'UNGASS', 'indices': [166, 173]}, {'text': 'ACTogether', 'indices': [214, 225]}]
6	16870	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf"	vasana_fai	Thu Dec 17 11:40:31 +0000 2020	https://twitter.com/twitter/statuses/1339535945201115141	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
7	13123	Why am I in the Christmas spirit for the first time in about 6 years and it’s during a global pandemic? Lol	TamaraNatalie	Wed Dec 16 22:17:31 +0000 2020	https://twitter.com/twitter/statuses/1339333862371966976	0	6	[]
8	16576	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/L6PH7abYVX"	vasana_fai	Thu Dec 17 11:24:39 +0000 2020	https://twitter.com/twitter/statuses/1339531951133184000	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
9	16569	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/xbNHDQ0fR6"	vasana_fai	Thu Dec 17 11:24:16 +0000 2020	https://twitter.com/twitter/statuses/1339531855008157696	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
10	16560	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/s8L3QdZn6B"	vasana_fai	Thu Dec 17 11:23:57 +0000 2020	https://twitter.com/twitter/statuses/1339531775068962816	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
11	16541	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/n2fTVuy9lK"	vasana_fai	Thu Dec 17 11:23:29 +0000 2020	https://twitter.com/twitter/statuses/1339531657645178880	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
12	16534	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/28h9RkgHw2"	vasana_fai	Thu Dec 17 11:23:06 +0000 2020	https://twitter.com/twitter/statuses/1339531561482346497	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
13	16526	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/4DnkuVWNnE"	vasana_fai	Thu Dec 17 11:22:47 +0000 2020	https://twitter.com/twitter/statuses/1339531481975123968	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
14	16519	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/GBQBTNbXKC"	vasana_fai	Thu Dec 17 11:22:30 +0000 2020	https://twitter.com/twitter/statuses/1339531410235826177	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
15	16510	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/XPeNK7FGcy"	vasana_fai	Thu Dec 17 11:22:09 +0000 2020	https://twitter.com/twitter/statuses/1339531323921244160	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
16	15206	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/1LPgX9znit"	vasana_fai	Thu Dec 17 10:18:26 +0000 2020	https://twitter.com/twitter/statuses/1339515290342674434	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
17	15200	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/7Gdepx1OO9"	vasana_fai	Thu Dec 17 10:18:06 +0000 2020	https://twitter.com/twitter/statuses/1339515205739454466	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
18	15193	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/iXMgCcZi1a"	vasana_fai	Thu Dec 17 10:17:43 +0000 2020	https://twitter.com/twitter/statuses/1339515110235127808	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
19	15186	"Meditation Practice Transcending the Global Hack of #COVID-19 and Preparing Life for the New Normal in Post-COVID Landscape  

#meditation, #Buddhism, #religious, #immigration, #pandemic, #Coronavirus, #panic, #fear, #workfromhome, #global, #lockdown 

https://t.co/lk2KMim6lf https://t.co/xVOQ0lkYTp"	vasana_fai	Thu Dec 17 10:17:22 +0000 2020	https://twitter.com/twitter/statuses/1339515020112089088	1	1	[{'text': 'COVID', 'indices': [52, 58]}, {'text': 'meditation', 'indices': [127, 138]}, {'text': 'Buddhism', 'indices': [140, 149]}, {'text': 'religious', 'indices': [151, 161]}, {'text': 'immigration', 'indices': [163, 175]}, {'text': 'pandemic', 'indices': [177, 186]}, {'text': 'Coronavirus', 'indices': [188, 200]}, {'text': 'panic', 'indices': [202, 208]}, {'text': 'fear', 'indices': [210, 215]}, {'text': 'workfromhome', 'indices': [217, 230]}, {'text': 'global', 'indices': [232, 239]}, {'text': 'lockdown', 'indices': [241, 250]}]
